,customer_id,Recency,Frequency,Monetary,R,F,M,RFM_score,Segment,CLASS
37967,711479,12,7,223.87,3,2,1,321,Engaged,SILVER
37968,711481,20,5,74.77000000000001,3,2,1,321,Engaged,COPPER
37971,711536,31,6,525.36,3,2,2,322,Engaged,SILVER
37975,711563,44,10,788.85,2,2,2,222,Engaged,SILVER
37976,711564,30,10,360.16999999999996,3,2,1,321,Engaged,SILVER
37978,711585,65,4,77.66,2,2,1,221,Engaged,COPPER
37987,711688,28,5,61.43000000000001,3,2,1,321,Engaged,COPPER
37988,711705,37,7,479.5,2,2,2,222,Engaged,SILVER
37989,711762,71,4,25.560000000000002,2,2,1,221,Engaged,COPPER
37990,711764,1,5,21.349999999999998,3,2,1,321,Engaged,COPPER
37995,711887,45,5,577.5600000000001,2,2,2,222,Engaged,SILVER
37996,711919,22,6,951.99,3,2,2,322,Engaged,SILVER
37999,711935,24,8,1782.0,3,2,3,323,Engaged,SILVER
38000,711945,42,8,189.91000000000003,2,2,1,221,Engaged,BRONZE
38006,712016,30,7,145.02,3,2,1,321,Engaged,BRONZE
38016,712157,3,6,291.89,3,2,1,321,Engaged,SILVER
38017,712158,5,4,647.95,3,2,2,322,Engaged,SILVER
38024,712220,1,7,76.33,3,2,1,321,Engaged,COPPER
38026,712276,10,7,404.67999999999995,3,2,1,321,Engaged,SILVER
38027,712279,37,4,95.44,2,2,1,221,Engaged,BRONZE
38033,712341,4,4,348.71000000000004,3,2,1,321,Engaged,SILVER
38035,712385,45,4,69.28,2,2,1,221,Engaged,COPPER
38039,712474,73,4,143.29,2,2,1,221,Engaged,BRONZE
38044,712510,5,9,186.48000000000002,3,2,1,321,Engaged,BRONZE
38045,712520,49,10,438.68999999999994,2,2,1,221,Engaged,SILVER
38047,712537,33,7,124.77999999999999,3,2,1,321,Engaged,BRONZE
38051,712568,68,4,43.769999999999996,2,2,1,221,Engaged,COPPER
38055,712603,24,4,219.91000000000003,3,2,1,321,Engaged,SILVER
38060,712655,4,5,67.58,3,2,1,321,Engaged,COPPER
38062,712689,47,8,341.4800000000001,2,2,1,221,Engaged,SILVER
38068,712768,0,6,476.61,3,2,2,322,Engaged,SILVER
38069,712782,45,4,15.799999999999999,2,2,1,221,Engaged,COPPER
38071,712796,45,5,24.96,2,2,1,221,Engaged,COPPER
38075,712833,24,4,96.41999999999999,3,2,1,321,Engaged,BRONZE
38080,712886,43,5,598.25,2,2,2,222,Engaged,SILVER
38087,713012,33,7,349.81999999999994,3,2,1,321,Engaged,SILVER
38088,713017,73,6,592.01,2,2,2,222,Engaged,SILVER
38091,713049,19,4,286.66,3,2,1,321,Engaged,SILVER
38092,713050,5,5,271.53,3,2,1,321,Engaged,SILVER
38097,713077,23,6,923.0,3,2,2,322,Engaged,SILVER
38106,713242,7,5,303.58,3,2,1,321,Engaged,SILVER
38109,713292,53,5,88.7,2,2,1,221,Engaged,BRONZE
38112,713327,51,4,96.75,2,2,1,221,Engaged,BRONZE
38119,713538,57,5,239.56,2,2,1,221,Engaged,SILVER
38122,713594,7,7,131.92,3,2,1,321,Engaged,BRONZE
38124,713612,37,7,67.56,2,2,1,221,Engaged,COPPER
38127,713654,7,10,251.89000000000001,3,2,1,321,Engaged,SILVER
38128,713707,34,6,69.17999999999999,3,2,1,321,Engaged,COPPER
38132,713756,51,7,270.21999999999997,2,2,1,221,Engaged,SILVER
38138,714004,7,7,1137.17,3,2,2,322,Engaged,SILVER
38142,714064,21,8,53.06,3,2,1,321,Engaged,COPPER
38150,714248,39,4,6.480000000000002,2,2,1,221,Engaged,COPPER
38151,714252,5,7,445.0400000000001,3,2,1,321,Engaged,SILVER
38153,714265,24,5,199.76000000000002,3,2,1,321,Engaged,BRONZE
38155,714303,4,4,123.17999999999999,3,2,1,321,Engaged,BRONZE
38156,714350,36,7,478.13000000000005,2,2,2,222,Engaged,SILVER
38167,714484,34,4,423.36999999999995,3,2,1,321,Engaged,SILVER
38171,714545,52,6,289.7,2,2,1,221,Engaged,SILVER
38176,714585,13,5,48.21,3,2,1,321,Engaged,COPPER
38180,714688,66,5,196.14,2,2,1,221,Engaged,BRONZE
38186,714754,29,4,32.96,3,2,1,321,Engaged,COPPER
38191,714794,59,4,402.4,2,2,1,221,Engaged,SILVER
38195,714885,24,5,22.25,3,2,1,321,Engaged,COPPER
38196,714889,23,5,169.44,3,2,1,321,Engaged,BRONZE
38198,714907,29,4,224.40000000000003,3,2,1,321,Engaged,SILVER
38199,714996,23,6,529.3000000000001,3,2,2,322,Engaged,SILVER
38203,715179,47,8,470.59,2,2,2,222,Engaged,SILVER
38209,715287,63,9,576.93,2,2,2,222,Engaged,SILVER
38230,715600,37,4,35.56,2,2,1,221,Engaged,COPPER
38233,715664,18,9,414.7,3,2,1,321,Engaged,SILVER
38238,715706,45,9,278.14,2,2,1,221,Engaged,SILVER
38240,715732,32,8,123.64999999999999,3,2,1,321,Engaged,BRONZE
38242,715761,43,4,233.80000000000004,2,2,1,221,Engaged,SILVER
38243,715768,37,8,561.15,2,2,2,222,Engaged,SILVER
38244,715769,73,6,600.05,2,2,2,222,Engaged,SILVER
38245,715819,23,9,376.81999999999994,3,2,1,321,Engaged,SILVER
38246,715825,10,4,135.47,3,2,1,321,Engaged,BRONZE
38259,716022,30,4,39.650000000000006,3,2,1,321,Engaged,COPPER
38260,716051,22,6,158.63,3,2,1,321,Engaged,BRONZE
38261,716134,61,5,363.87,2,2,1,221,Engaged,SILVER
38264,716206,62,8,312.96000000000004,2,2,1,221,Engaged,SILVER
38268,716323,52,6,23.420000000000005,2,2,1,221,Engaged,COPPER
38269,716351,10,5,681.03,3,2,2,322,Engaged,SILVER
38275,716433,20,5,81.11000000000001,3,2,1,321,Engaged,COPPER
38277,716443,69,7,180.12,2,2,1,221,Engaged,BRONZE
38279,716515,26,6,383.75,3,2,1,321,Engaged,SILVER
38280,716521,0,8,2221.1899999999996,3,2,3,323,Engaged,SILVER
38285,716689,27,4,54.65000000000001,3,2,1,321,Engaged,COPPER
38286,716698,24,4,49.77,3,2,1,321,Engaged,COPPER
38288,716727,19,8,504.7500000000001,3,2,2,322,Engaged,SILVER
38291,716856,60,4,89.05000000000001,2,2,1,221,Engaged,BRONZE
38293,716972,7,5,401.22,3,2,1,321,Engaged,SILVER
38299,717065,47,8,263.89,2,2,1,221,Engaged,SILVER
38300,717067,6,7,176.46,3,2,1,321,Engaged,BRONZE
38306,717137,68,4,643.76,2,2,2,222,Engaged,SILVER
38313,717218,22,5,156.48,3,2,1,321,Engaged,BRONZE
38315,717256,48,4,42.73,2,2,1,221,Engaged,COPPER
38318,717290,50,6,576.2399999999999,2,2,2,222,Engaged,SILVER
38321,717302,57,10,293.82,2,2,1,221,Engaged,SILVER
38328,717401,21,7,503.39,3,2,2,322,Engaged,SILVER
38338,717596,20,4,146.65,3,2,1,321,Engaged,BRONZE
38339,717598,52,4,74.65,2,2,1,221,Engaged,COPPER
38345,717695,12,6,2133.0699999999997,3,2,3,323,Engaged,SILVER
38347,717710,0,4,232.98999999999998,3,2,1,321,Engaged,SILVER
38349,717735,72,9,718.65,2,2,2,222,Engaged,SILVER
38355,717832,13,4,7.470000000000002,3,2,1,321,Engaged,COPPER
38359,717935,21,4,41.28999999999999,3,2,1,321,Engaged,COPPER
38361,717945,6,6,85.82,3,2,1,321,Engaged,BRONZE
38363,717978,4,4,171.78,3,2,1,321,Engaged,BRONZE
38371,718208,27,5,332.46999999999997,3,2,1,321,Engaged,SILVER
38383,718362,68,5,59.589999999999996,2,2,1,221,Engaged,COPPER
38385,718378,48,10,654.2199999999999,2,2,2,222,Engaged,SILVER
38388,718453,19,4,26.78,3,2,1,321,Engaged,COPPER
38390,718490,69,8,192.10999999999999,2,2,1,221,Engaged,BRONZE
38394,718539,30,5,103.86999999999999,3,2,1,321,Engaged,BRONZE
38395,718568,29,6,75.44999999999999,3,2,1,321,Engaged,COPPER
38400,718604,33,4,14.540000000000001,3,2,1,321,Engaged,COPPER
38401,718638,27,10,228.38,3,2,1,321,Engaged,SILVER
38403,718654,18,4,124.19000000000001,3,2,1,321,Engaged,BRONZE
38405,718678,25,4,364.2300000000001,3,2,1,321,Engaged,SILVER
38407,718750,60,9,340.49,2,2,1,221,Engaged,SILVER
38414,718883,19,6,1863.7400000000002,3,2,3,323,Engaged,SILVER
38416,718917,35,6,105.11000000000001,2,2,1,221,Engaged,BRONZE
38425,719007,56,4,72.48,2,2,1,221,Engaged,COPPER
38426,719009,52,5,133.31,2,2,1,221,Engaged,BRONZE
38428,719015,67,4,274.13,2,2,1,221,Engaged,SILVER
38433,719080,69,8,222.00000000000003,2,2,1,221,Engaged,SILVER
38434,719084,10,9,425.54999999999995,3,2,1,321,Engaged,SILVER
38438,719194,0,9,693.69,3,2,2,322,Engaged,SILVER
38444,719279,28,5,122.17999999999999,3,2,1,321,Engaged,BRONZE
38448,719302,64,4,466.94000000000005,2,2,2,222,Engaged,SILVER
38451,719365,3,8,80.24000000000001,3,2,1,321,Engaged,COPPER
38452,719400,6,6,69.76,3,2,1,321,Engaged,COPPER
38455,719448,32,4,667.72,3,2,2,322,Engaged,SILVER
38462,719538,7,9,150.50999999999996,3,2,1,321,Engaged,BRONZE
38468,719625,41,10,90.18,2,2,1,221,Engaged,BRONZE
38470,719641,12,5,85.37,3,2,1,321,Engaged,BRONZE
38477,719719,12,7,659.73,3,2,2,322,Engaged,SILVER
38478,719734,72,5,172.77,2,2,1,221,Engaged,BRONZE
38479,719738,6,5,70.19000000000001,3,2,1,321,Engaged,COPPER
38482,719779,28,4,22.52,3,2,1,321,Engaged,COPPER
38484,719877,61,5,267.34,2,2,1,221,Engaged,SILVER
38488,719986,12,7,2435.4100000000003,3,2,3,323,Engaged,SILVER
38491,720014,66,5,48.78,2,2,1,221,Engaged,COPPER
38492,720029,26,5,60.06,3,2,1,321,Engaged,COPPER
38497,720088,31,7,773.2400000000001,3,2,2,322,Engaged,SILVER
38503,720198,3,7,74.6,3,2,1,321,Engaged,COPPER
38504,720211,6,6,164.87999999999997,3,2,1,321,Engaged,BRONZE
38506,720214,22,5,27.6,3,2,1,321,Engaged,COPPER
38511,720292,42,6,386.0999999999999,2,2,1,221,Engaged,SILVER
38516,720383,22,7,48.910000000000004,3,2,1,321,Engaged,COPPER
38517,720387,0,6,47.39,3,2,1,321,Engaged,COPPER
38520,720407,30,5,385.9200000000001,3,2,1,321,Engaged,SILVER
38524,720442,20,5,417.62,3,2,1,321,Engaged,SILVER
38526,720485,39,8,315.51,2,2,1,221,Engaged,SILVER
38532,720554,19,5,497.03999999999996,3,2,2,322,Engaged,SILVER
38533,720565,40,4,328.96000000000004,2,2,1,221,Engaged,SILVER
38539,720624,36,4,195.31,2,2,1,221,Engaged,BRONZE
38552,720849,37,8,136.32000000000005,2,2,1,221,Engaged,BRONZE
38568,721110,45,6,203.6,2,2,1,221,Engaged,BRONZE
38569,721122,39,4,35.97,2,2,1,221,Engaged,COPPER
38571,721146,3,4,127.47999999999999,3,2,1,321,Engaged,BRONZE
38576,721252,52,4,199.33,2,2,1,221,Engaged,BRONZE
38580,721283,0,4,20.94,3,2,1,321,Engaged,COPPER
38585,721344,40,4,102.97,2,2,1,221,Engaged,BRONZE
38587,721360,52,5,3276.4299999999994,2,2,3,223,Engaged,SILVER
38593,721405,31,6,101.09,3,2,1,321,Engaged,BRONZE
38594,721432,73,5,253.79,2,2,1,221,Engaged,SILVER
38603,721577,59,8,844.99,2,2,2,222,Engaged,SILVER
38608,721648,37,4,24.29,2,2,1,221,Engaged,COPPER
38609,721652,51,7,220.98,2,2,1,221,Engaged,SILVER
38613,721700,19,8,174.98,3,2,1,321,Engaged,BRONZE
38616,721738,28,4,72.19999999999999,3,2,1,321,Engaged,COPPER
38617,721752,63,10,70.59,2,2,1,221,Engaged,COPPER
38621,721780,7,9,1433.2400000000002,3,2,2,322,Engaged,SILVER
38625,721825,13,9,721.77,3,2,2,322,Engaged,SILVER
38626,721826,10,6,31.28,3,2,1,321,Engaged,COPPER
38628,721842,65,6,84.51,2,2,1,221,Engaged,BRONZE
38643,722036,29,8,235.70999999999998,3,2,1,321,Engaged,SILVER
38644,722075,66,4,35.13,2,2,1,221,Engaged,COPPER
38645,722098,22,8,283.65999999999997,3,2,1,321,Engaged,SILVER
38653,722245,58,7,244.17000000000002,2,2,1,221,Engaged,SILVER
38658,722314,31,4,339.53000000000003,3,2,1,321,Engaged,SILVER
38659,722325,44,4,33.37,2,2,1,221,Engaged,COPPER
38660,722330,20,8,244.04999999999998,3,2,1,321,Engaged,SILVER
38662,722398,3,4,104.94,3,2,1,321,Engaged,BRONZE
38672,722657,11,4,13.580000000000002,3,2,1,321,Engaged,COPPER
38677,722697,20,5,39.61000000000001,3,2,1,321,Engaged,COPPER
38687,722834,30,4,13.75,3,2,1,321,Engaged,COPPER
38688,722842,60,5,221.32000000000002,2,2,1,221,Engaged,SILVER
38694,722966,59,7,1384.8500000000004,2,2,2,222,Engaged,SILVER
38697,722996,25,6,878.2199999999999,3,2,2,322,Engaged,SILVER
38698,723010,39,10,929.13,2,2,2,222,Engaged,SILVER
38702,723059,64,4,120.4,2,2,1,221,Engaged,BRONZE
38711,723184,34,8,1145.1799999999998,3,2,2,322,Engaged,SILVER
38712,723204,39,4,799.5999999999999,2,2,2,222,Engaged,SILVER
38715,723264,29,6,389.67,3,2,1,321,Engaged,SILVER
38731,723505,24,5,478.54,3,2,2,322,Engaged,SILVER
38734,723532,30,6,275.78999999999996,3,2,1,321,Engaged,SILVER
38738,723585,0,8,177.85000000000002,3,2,1,321,Engaged,BRONZE
38743,723625,59,8,1465.2500000000002,2,2,2,222,Engaged,SILVER
38746,723668,1,4,41.26,3,2,1,321,Engaged,COPPER
38747,723687,37,4,36.989999999999995,2,2,1,221,Engaged,COPPER
38749,723695,28,6,116.41,3,2,1,321,Engaged,BRONZE
38750,723703,5,4,71.28,3,2,1,321,Engaged,COPPER
38758,723789,25,4,115.13999999999999,3,2,1,321,Engaged,BRONZE
38760,723806,73,4,158.24,2,2,1,221,Engaged,BRONZE
38765,723954,11,8,459.78000000000003,3,2,1,321,Engaged,SILVER
38768,724000,51,4,44.68,2,2,1,221,Engaged,COPPER
38779,724247,6,4,44.58,3,2,1,321,Engaged,COPPER
38781,724250,45,5,253.07,2,2,1,221,Engaged,SILVER
38783,724309,34,4,98.06000000000002,3,2,1,321,Engaged,BRONZE
38787,724334,61,5,96.61,2,2,1,221,Engaged,BRONZE
38789,724354,43,6,181.35,2,2,1,221,Engaged,BRONZE
38793,724421,3,4,33.11,3,2,1,321,Engaged,COPPER
38796,724465,37,6,87.32000000000001,2,2,1,221,Engaged,BRONZE
38797,724468,60,5,43.029999999999994,2,2,1,221,Engaged,COPPER
38810,724771,11,9,126.57000000000001,3,2,1,321,Engaged,BRONZE
38814,724878,72,4,103.27999999999999,2,2,1,221,Engaged,BRONZE
38824,724982,11,6,620.0000000000001,3,2,2,322,Engaged,SILVER
38825,724992,73,5,66.13999999999999,2,2,1,221,Engaged,COPPER
38828,725052,65,7,128.51000000000002,2,2,1,221,Engaged,BRONZE
38832,725087,57,5,310.53999999999996,2,2,1,221,Engaged,SILVER
38833,725098,43,4,28.189999999999998,2,2,1,221,Engaged,COPPER
38835,725111,18,9,261.27,3,2,1,321,Engaged,SILVER
38838,725205,60,6,66.13,2,2,1,221,Engaged,COPPER
38839,725213,3,5,300.58,3,2,1,321,Engaged,SILVER
38843,725316,50,7,125.07,2,2,1,221,Engaged,BRONZE
38857,725518,25,5,42.25000000000001,3,2,1,321,Engaged,COPPER
38872,725794,12,8,90.21000000000001,3,2,1,321,Engaged,BRONZE
38881,725907,71,7,118.41999999999999,2,2,1,221,Engaged,BRONZE
38882,725919,57,5,1181.3200000000002,2,2,2,222,Engaged,SILVER
38884,725930,24,10,2925.08,3,2,3,323,Engaged,SILVER
38886,725974,13,4,39.48,3,2,1,321,Engaged,COPPER
38892,726035,4,6,150.0,3,2,1,321,Engaged,BRONZE
38898,726119,1,4,122.51999999999998,3,2,1,321,Engaged,BRONZE
38900,726129,72,4,455.31,2,2,1,221,Engaged,SILVER
38901,726132,42,4,233.63,2,2,1,221,Engaged,SILVER
38908,726469,24,4,42.91,3,2,1,321,Engaged,COPPER
38912,726530,43,4,204.04,2,2,1,221,Engaged,BRONZE
38916,726578,34,5,432.80000000000007,3,2,1,321,Engaged,SILVER
38934,726945,28,4,1404.03,3,2,2,322,Engaged,SILVER
38942,727025,23,8,59.77000000000001,3,2,1,321,Engaged,COPPER
38948,727082,57,4,156.4,2,2,1,221,Engaged,BRONZE
38955,727168,21,6,259.76,3,2,1,321,Engaged,SILVER
38959,727207,39,4,61.15,2,2,1,221,Engaged,COPPER
38960,727208,33,9,99.08999999999999,3,2,1,321,Engaged,BRONZE
38970,727358,31,5,71.2,3,2,1,321,Engaged,COPPER
38973,727407,36,7,130.85,2,2,1,221,Engaged,BRONZE
38975,727424,59,4,136.6,2,2,1,221,Engaged,BRONZE
38979,727506,5,9,1159.9000000000003,3,2,2,322,Engaged,SILVER
38980,727507,3,9,447.52000000000004,3,2,1,321,Engaged,SILVER
38981,727511,73,4,73.62,2,2,1,221,Engaged,COPPER
38982,727513,68,4,246.46999999999997,2,2,1,221,Engaged,SILVER
38983,727534,54,8,78.20000000000002,2,2,1,221,Engaged,COPPER
38987,727590,47,4,800.63,2,2,2,222,Engaged,SILVER
38990,727613,26,7,64.6,3,2,1,321,Engaged,COPPER
38991,727624,60,6,34.14,2,2,1,221,Engaged,COPPER
38992,727706,3,4,391.03999999999996,3,2,1,321,Engaged,SILVER
38994,727761,5,4,98.08,3,2,1,321,Engaged,BRONZE
39002,727912,23,4,165.59000000000003,3,2,1,321,Engaged,BRONZE
39005,727958,72,4,73.84,2,2,1,221,Engaged,COPPER
39007,727998,21,8,274.79999999999995,3,2,1,321,Engaged,SILVER
39016,728079,32,7,94.68,3,2,1,321,Engaged,BRONZE
39022,728191,60,5,156.56,2,2,1,221,Engaged,BRONZE
39024,728239,65,4,103.0,2,2,1,221,Engaged,BRONZE
39029,728408,43,5,1649.5900000000001,2,2,2,222,Engaged,SILVER
39035,728519,36,10,529.28,2,2,2,222,Engaged,SILVER
39036,728520,30,5,142.35999999999999,3,2,1,321,Engaged,BRONZE
39038,728619,65,5,151.76999999999998,2,2,1,221,Engaged,BRONZE
39041,728653,13,4,204.66,3,2,1,321,Engaged,BRONZE
39046,728713,26,7,625.6600000000001,3,2,2,322,Engaged,SILVER
39053,728847,6,4,1476.6000000000001,3,2,2,322,Engaged,SILVER
39056,728888,45,6,1127.75,2,2,2,222,Engaged,SILVER
39060,728913,54,4,1199.19,2,2,2,222,Engaged,SILVER
39063,728961,5,4,48.3,3,2,1,321,Engaged,COPPER
39065,728992,5,5,38.08,3,2,1,321,Engaged,COPPER
39075,729137,3,4,227.24,3,2,1,321,Engaged,SILVER
39077,729193,50,5,414.01,2,2,1,221,Engaged,SILVER
39080,729225,72,6,233.24,2,2,1,221,Engaged,SILVER
39081,729231,52,5,88.88000000000001,2,2,1,221,Engaged,BRONZE
39084,729255,7,4,30.749999999999996,3,2,1,321,Engaged,COPPER
39091,729372,20,4,93.07999999999998,3,2,1,321,Engaged,BRONZE
39094,729410,3,9,590.5799999999999,3,2,2,322,Engaged,SILVER
39095,729421,21,5,16.05,3,2,1,321,Engaged,COPPER
39097,729443,29,6,187.35999999999999,3,2,1,321,Engaged,BRONZE
39098,729447,67,6,167.97000000000003,2,2,1,221,Engaged,BRONZE
39104,729531,5,8,197.26,3,2,1,321,Engaged,BRONZE
39108,729623,5,4,43.52,3,2,1,321,Engaged,COPPER
39111,729704,60,5,150.66,2,2,1,221,Engaged,BRONZE
39116,729761,44,8,87.61999999999999,2,2,1,221,Engaged,BRONZE
39119,729785,28,8,153.77999999999997,3,2,1,321,Engaged,BRONZE
39123,729812,7,9,148.14,3,2,1,321,Engaged,BRONZE
39130,729931,73,6,277.27,2,2,1,221,Engaged,SILVER
39133,729973,32,4,361.97999999999996,3,2,1,321,Engaged,SILVER
39142,730099,44,9,113.16999999999999,2,2,1,221,Engaged,BRONZE
39143,730148,52,4,33.54,2,2,1,221,Engaged,COPPER
39147,730217,35,4,120.18,2,2,1,221,Engaged,BRONZE
39152,730297,57,6,192.32000000000002,2,2,1,221,Engaged,BRONZE
39157,730412,3,6,164.39000000000001,3,2,1,321,Engaged,BRONZE
39166,730555,51,4,61.830000000000005,2,2,1,221,Engaged,COPPER
39176,730701,58,8,848.0600000000001,2,2,2,222,Engaged,SILVER
39185,730860,20,9,156.3,3,2,1,321,Engaged,BRONZE
39199,731021,5,6,203.03000000000003,3,2,1,321,Engaged,BRONZE
39201,731038,53,6,566.39,2,2,2,222,Engaged,SILVER
39211,731258,51,4,1212.89,2,2,2,222,Engaged,SILVER
39215,731310,40,10,117.99999999999999,2,2,1,221,Engaged,BRONZE
39219,731370,40,4,68.13,2,2,1,221,Engaged,COPPER
39221,731394,23,5,118.01,3,2,1,321,Engaged,BRONZE
39224,731471,37,4,138.68,2,2,1,221,Engaged,BRONZE
39229,731550,46,6,629.0000000000001,2,2,2,222,Engaged,SILVER
39231,731581,4,5,293.53000000000003,3,2,1,321,Engaged,SILVER
39232,731585,64,6,376.8399999999999,2,2,1,221,Engaged,SILVER
39237,731637,44,4,49.67,2,2,1,221,Engaged,COPPER
39238,731641,10,7,332.76,3,2,1,321,Engaged,SILVER
39248,731780,37,6,58.22999999999999,2,2,1,221,Engaged,COPPER
39260,731973,3,5,85.08,3,2,1,321,Engaged,BRONZE
39265,732014,37,9,243.21000000000004,2,2,1,221,Engaged,SILVER
39269,732046,35,6,278.65000000000003,2,2,1,221,Engaged,SILVER
39271,732079,3,7,238.33,3,2,1,321,Engaged,SILVER
39272,732086,1,5,294.18999999999994,3,2,1,321,Engaged,SILVER
39276,732115,18,7,1008.69,3,2,2,322,Engaged,SILVER
39278,732145,74,5,734.5,2,2,2,222,Engaged,SILVER
39285,732203,24,4,64.98,3,2,1,321,Engaged,COPPER
39287,732231,4,7,42.47,3,2,1,321,Engaged,COPPER
39288,732250,11,6,234.22,3,2,1,321,Engaged,SILVER
39290,732288,44,7,322.79,2,2,1,221,Engaged,SILVER
39292,732321,46,8,357.55,2,2,1,221,Engaged,SILVER
39299,732376,66,5,472.15000000000003,2,2,2,222,Engaged,SILVER
39307,732456,7,6,886.3899999999999,3,2,2,322,Engaged,SILVER
39310,732511,19,7,662.0699999999999,3,2,2,322,Engaged,SILVER
39314,732527,5,4,446.86999999999995,3,2,1,321,Engaged,SILVER
39316,732543,45,4,117.18999999999998,2,2,1,221,Engaged,BRONZE
39318,732559,23,5,47.97,3,2,1,321,Engaged,COPPER
39319,732561,10,7,79.6,3,2,1,321,Engaged,COPPER
39322,732608,55,4,269.39,2,2,1,221,Engaged,SILVER
39324,732615,35,7,139.70000000000005,2,2,1,221,Engaged,BRONZE
39328,732664,60,4,22.31,2,2,1,221,Engaged,COPPER
39333,732769,39,5,489.68,2,2,2,222,Engaged,SILVER
39335,732808,12,4,38.49,3,2,1,321,Engaged,COPPER
39339,732882,59,6,414.01,2,2,1,221,Engaged,SILVER
39340,732929,19,6,1256.4700000000003,3,2,2,322,Engaged,SILVER
39341,732939,0,9,229.55,3,2,1,321,Engaged,SILVER
39347,733021,48,8,1218.17,2,2,2,222,Engaged,SILVER
39349,733031,49,9,973.63,2,2,2,222,Engaged,SILVER
39350,733047,49,4,28.779999999999998,2,2,1,221,Engaged,COPPER
39355,733105,44,5,114.99000000000001,2,2,1,221,Engaged,BRONZE
39357,733114,30,8,167.2,3,2,1,321,Engaged,BRONZE
39363,733189,47,6,1088.8,2,2,2,222,Engaged,SILVER
39373,733281,57,6,43.58,2,2,1,221,Engaged,COPPER
39376,733357,34,6,60.769999999999996,3,2,1,321,Engaged,COPPER
39385,733446,57,8,78.26,2,2,1,221,Engaged,COPPER
39391,733522,24,5,103.73,3,2,1,321,Engaged,BRONZE
39393,733554,44,5,319.93,2,2,1,221,Engaged,SILVER
39395,733590,31,4,87.76,3,2,1,321,Engaged,BRONZE
39401,733671,70,4,100.66000000000001,2,2,1,221,Engaged,BRONZE
39406,733865,39,5,798.5300000000002,2,2,2,222,Engaged,SILVER
39412,734020,41,8,199.8,2,2,1,221,Engaged,BRONZE
39416,734073,22,4,274.92,3,2,1,321,Engaged,SILVER
39417,734076,67,6,46.230000000000004,2,2,1,221,Engaged,COPPER
39426,734188,27,6,63.709999999999994,3,2,1,321,Engaged,COPPER
39429,734248,29,4,219.00000000000003,3,2,1,321,Engaged,SILVER
39430,734252,31,7,224.54,3,2,1,321,Engaged,SILVER
39431,734253,11,7,197.81,3,2,1,321,Engaged,BRONZE
39442,734347,50,6,563.44,2,2,2,222,Engaged,SILVER
39445,734380,21,4,62.089999999999996,3,2,1,321,Engaged,COPPER
39451,734409,44,4,34.64,2,2,1,221,Engaged,COPPER
39452,734416,31,4,57.85,3,2,1,321,Engaged,COPPER
39465,734528,24,4,121.94999999999999,3,2,1,321,Engaged,BRONZE
39470,734587,34,5,137.19,3,2,1,321,Engaged,BRONZE
39478,734683,65,4,292.25000000000006,2,2,1,221,Engaged,SILVER
39483,734719,25,7,226.42,3,2,1,321,Engaged,SILVER
39484,734723,21,8,142.13,3,2,1,321,Engaged,BRONZE
39488,734778,7,5,129.22,3,2,1,321,Engaged,BRONZE
39490,734810,43,4,14.09,2,2,1,221,Engaged,COPPER
39499,734923,50,6,185.46,2,2,1,221,Engaged,BRONZE
39500,734924,58,8,55.31999999999999,2,2,1,221,Engaged,COPPER
39502,734953,5,8,1367.7999999999997,3,2,2,322,Engaged,SILVER
39503,734962,22,4,65.98,3,2,1,321,Engaged,COPPER
39515,735168,51,5,945.6700000000001,2,2,2,222,Engaged,SILVER
39517,735216,45,4,450.05,2,2,1,221,Engaged,SILVER
39518,735220,51,5,127.80000000000003,2,2,1,221,Engaged,BRONZE
39520,735238,30,5,1903.1100000000004,3,2,3,323,Engaged,SILVER
39537,735440,23,4,99.4,3,2,1,321,Engaged,BRONZE
39545,735770,60,4,70.44,2,2,1,221,Engaged,COPPER
39546,735812,23,5,48.53,3,2,1,321,Engaged,COPPER
39547,735813,74,5,146.15,2,2,1,221,Engaged,BRONZE
39548,735819,25,4,47.2,3,2,1,321,Engaged,COPPER
39551,735886,45,4,150.66000000000003,2,2,1,221,Engaged,BRONZE
39557,736006,65,6,211.03,2,2,1,221,Engaged,BRONZE
39561,736159,3,5,121.52,3,2,1,321,Engaged,BRONZE
39571,736292,0,5,306.11,3,2,1,321,Engaged,SILVER
39572,736312,61,6,314.16,2,2,1,221,Engaged,SILVER
39575,736381,22,5,82.93999999999998,3,2,1,321,Engaged,COPPER
39580,736423,5,5,211.11,3,2,1,321,Engaged,BRONZE
39583,736434,52,4,78.10999999999999,2,2,1,221,Engaged,COPPER
39590,736531,56,5,148.55,2,2,1,221,Engaged,BRONZE
39591,736535,36,9,149.36999999999998,2,2,1,221,Engaged,BRONZE
39601,736639,68,4,47.870000000000005,2,2,1,221,Engaged,COPPER
39604,736690,3,4,575.8100000000001,3,2,2,322,Engaged,SILVER
39612,736767,55,9,215.99,2,2,1,221,Engaged,BRONZE
39620,736874,54,8,143.37,2,2,1,221,Engaged,BRONZE
39621,736892,7,9,291.63,3,2,1,321,Engaged,SILVER
39625,736924,43,5,208.08999999999997,2,2,1,221,Engaged,BRONZE
39626,736926,62,4,24.550000000000004,2,2,1,221,Engaged,COPPER
39634,737111,47,5,541.86,2,2,2,222,Engaged,SILVER
39639,737192,3,6,106.33,3,2,1,321,Engaged,BRONZE
39640,737216,11,6,85.22999999999999,3,2,1,321,Engaged,BRONZE
39643,737243,22,10,1020.98,3,2,2,322,Engaged,SILVER
