,gender,flag_phone_provided,flag_privacy,region,favorite_store,loyalty_type,loyatlty_status,tenure,age,TBS,Recency,Frequency,Monetary,customer_id,CHURN,CLASS
8215,M,0.0,False,PIEMONTE,2,premium,1,158,73,19.0,20,10,896.4,95830,0,SILVER
8216,M,1.0,True,LAZIO,37,business premium,1,468,73,22.066666666666666,10,17,1100.22,133205,0,DIAMOND
8217,M,1.0,False,LAZIO,42,premium,1,283,73,27.8,1,11,79.18,488037,0,SILVER
8218,M,1.0,True,SICILIA,7,standard,1,438,74,26.25,5,14,426.75,193405,0,GOLD
8219,M,1.0,False,LIGURIA,20,premium,1,287,74,17.0625,4,19,602.7,481330,0,GOLD
8220,M,1.0,True,SICILIA,6,business premium,1,457,75,33.1,23,12,127.83,154737,0,SILVER
8221,M,1.0,True,LOMBARDIA,15,standard,1,340,75,31.666666666666668,50,11,186.07000000000002,9612,0,SILVER
8222,M,1.0,True,LOMBARDIA,27,premium,1,284,76,29.88888888888889,11,11,657.49,432982,0,DIAMOND
8223,M,1.0,True,FRIULI VENEZIA GIULIA,4,premium,1,453,77,22.928571428571427,24,19,580.09,161431,0,GOLD
8224,M,1.0,True,VENETO,5,premium,1,267,79,15.714285714285714,33,16,863.71,495895,0,DIAMOND
8225,M,1.0,False,SICILIA,6,standard,1,425,80,18.055555555555557,0,20,600.31,56522,0,GOLD
8226,M,1.0,False,LOMBARDIA,43,standard,1,247,83,18.22222222222222,44,15,683.0699999999999,543829,0,DIAMOND
8227,M,1.0,True,PIEMONTE,45,standard,1,376,86,25.307692307692307,20,14,312.01,67030,0,GOLD
8228,F,1.0,True,LOMBARDIA,1,standard,1,203,29,9.666666666666666,74,19,555.52,615844,1,GOLD
8229,F,1.0,True,CAMPANIA,35,premium,1,276,32,23.11111111111111,45,13,545.7800000000001,496813,0,GOLD
8230,F,1.0,True,PUGLIA,26,premium,1,251,32,21.555555555555557,39,20,638.6600000000001,537785,0,DIAMOND
8231,F,0.0,True,LOMBARDIA,15,business premium,1,466,35,30.11111111111111,78,11,1167.47,27731,1,GOLD
8232,M,1.0,True,LOMBARDIA,32,standard,1,280,36,19.285714285714285,3,19,563.08,104888,0,GOLD
8233,F,1.0,True,CAMPANIA,3,premium,1,231,36,11.0,91,17,869.03,571285,1,GOLD
8234,M,1.0,True,LOMBARDIA,32,premium,1,182,36,8.166666666666666,78,16,495.03000000000003,654480,1,SILVER
8235,F,1.0,True,SICILIA,6,premium,1,302,37,26.625,84,11,960.49,454746,1,GOLD
8236,M,1.0,True,LOMBARDIA,17,standard,1,408,37,39.75,1,11,113.92999999999999,257793,0,SILVER
8237,F,1.0,True,LIGURIA,20,premium,1,244,38,11.222222222222221,83,13,2298.5399999999995,549697,1,GOLD
8238,M,0.0,True,PIEMONTE,2,premium,1,240,38,10.166666666666666,72,16,200.36000000000004,441069,0,SILVER
8239,M,1.0,True,LOMBARDIA,17,standard,1,207,38,22.0,66,13,82.46,609198,1,SILVER
8240,F,1.0,True,TOSCANA,19,premium,1,401,39,30.333333333333332,74,12,696.84,271060,0,DIAMOND
8241,F,1.0,True,LAZIO,39,premium,1,326,39,24.666666666666668,23,15,1089.68,416686,0,DIAMOND
8242,F,1.0,True,LOMBARDIA,34,standard,1,412,39,15.058823529411764,84,20,428.59999999999997,248895,0,SILVER
8243,M,1.0,True,PIEMONTE,2,standard,1,355,39,24.90909090909091,75,14,289.96999999999997,364328,0,SILVER
8244,M,1.0,True,LOMBARDIA,34,business standard,1,423,40,30.375,109,11,432.08000000000004,224477,1,SILVER
8245,M,0.0,True,LOMBARDIA,32,premium,1,362,40,25.3,55,17,1162.04,25543,0,DIAMOND
8246,M,1.0,True,LOMBARDIA,12,standard,1,393,40,30.272727272727273,13,12,1277.6799999999998,285210,0,DIAMOND
8247,F,1.0,True,ABRUZZO,25,business premium,1,483,40,17.88235294117647,29,20,288.30999999999995,55968,0,GOLD
8248,F,1.0,True,LOMBARDIA,1,premium,1,349,40,47.666666666666664,23,11,606.5699999999999,374659,0,GOLD
8249,F,1.0,True,LAZIO,33,business premium,1,236,40,25.0,6,13,565.52,562312,0,GOLD
8250,F,1.0,True,EMILIA ROMAGNA,11,standard,1,403,41,41.375,7,12,160.93000000000004,266764,0,SILVER
8251,F,1.0,True,EMILIA ROMAGNA,11,premium,1,472,41,17.4,73,19,526.0799999999999,126062,0,GOLD
8252,M,1.0,True,LAZIO,1,standard,1,376,41,24.46153846153846,23,17,170.61,322398,0,SILVER
8253,F,1.0,True,LOMBARDIA,15,business premium,1,244,42,15.636363636363637,59,13,577.01,89896,1,GOLD
8254,F,1.0,True,LOMBARDIA,17,premium,1,348,42,39.714285714285715,44,9,572.6199999999999,376573,0,SILVER
8255,F,1.0,True,EMILIA ROMAGNA,14,standard,1,213,42,22.125,23,14,206.17,600274,0,SILVER
8256,M,1.0,True,PUGLIA,26,standard,1,74,42,6.0,1,14,1371.0800000000004,822830,0,DIAMOND
8257,F,1.0,True,SICILIA,6,standard,1,266,43,7.0,111,16,397.64000000000004,514098,1,SILVER
8258,F,1.0,True,LOMBARDIA,8,standard,1,312,43,30.444444444444443,32,11,156.17000000000002,441431,0,SILVER
8259,F,0.0,True,LOMBARDIA,27,premium,1,423,43,16.058823529411764,72,21,1900.27,224767,0,DIAMOND
8260,M,1.0,True,PUGLIA,26,business premium,1,33,43,4.833333333333333,0,10,1037.53,81391,0,SILVER
8261,M,1.0,True,LOMBARDIA,32,business premium,1,112,43,5.666666666666667,69,14,872.5300000000002,769050,1,DIAMOND
8262,F,1.0,True,LAZIO,39,premium,1,70,43,5.0,5,14,554.53,828740,0,GOLD
8263,M,0.0,True,PIEMONTE,45,premium,1,172,43,4.5,102,19,1531.02,674280,1,GOLD
8264,F,1.0,True,LAZIO,9,premium,1,328,43,25.88888888888889,90,12,367.52,71286,1,SILVER
8265,F,1.0,True,LAZIO,42,standard,1,407,43,27.3,25,12,275.87,259894,0,GOLD
8266,F,1.0,True,LOMBARDIA,17,premium,1,262,44,22.181818181818183,12,15,276.27,519503,0,GOLD
8267,F,1.0,True,PUGLIA,26,premium,1,203,44,15.375,76,13,978.24,616297,1,GOLD
8268,F,1.0,True,LOMBARDIA,34,standard,1,317,44,19.714285714285715,24,20,907.1799999999998,433048,0,DIAMOND
8269,M,1.0,True,PIEMONTE,21,standard,1,370,44,43.625,5,17,1047.3200000000002,67872,0,DIAMOND
8270,M,1.0,True,LOMBARDIA,10,standard,1,472,44,18.375,24,18,658.7,151929,0,DIAMOND
8271,M,1.0,True,SICILIA,7,premium,1,445,44,29.545454545454547,31,13,413.64000000000004,179149,0,GOLD
8272,M,1.0,True,PUGLIA,26,standard,1,418,44,27.3,61,13,118.74999999999997,235660,0,SILVER
8273,F,1.0,True,VENETO,44,standard,1,368,44,4.833333333333333,7,20,332.7,337343,0,GOLD
8274,F,1.0,True,LOMBARDIA,10,standard,1,359,45,29.0,5,13,123.18,73968,0,SILVER
8275,M,1.0,True,UMBRIA,9,standard,1,386,45,26.923076923076923,6,17,284.56,301912,0,GOLD
8276,M,1.0,True,LOMBARDIA,15,standard,1,338,45,22.923076923076923,35,17,267.32000000000005,50412,0,SILVER
8277,M,1.0,True,LIGURIA,20,premium,1,342,45,16.714285714285715,100,17,817.6400000000001,388898,0,GOLD
8278,M,1.0,True,PIEMONTE,2,standard,1,294,45,29.444444444444443,10,13,42.76,468913,0,SILVER
8279,M,1.0,True,PUGLIA,46,business premium,1,157,45,8.5,83,19,1955.4199999999998,709373,1,GOLD
8280,F,1.0,False,LAZIO,37,premium,1,255,45,12.090909090909092,114,17,901.05,530704,0,GOLD
8281,F,0.0,True,PIEMONTE,21,premium,1,303,45,31.142857142857142,69,11,76.86999999999999,456300,0,SILVER
8282,F,1.0,True,SICILIA,18,standard,1,235,45,11.117647058823529,37,21,489.73999999999995,563808,0,GOLD
8283,M,1.0,True,VENETO,27,business premium,1,427,45,31.444444444444443,71,12,863.9799999999999,216732,0,DIAMOND
8284,M,1.0,True,LOMBARDIA,17,premium,1,35,46,3.8,0,16,1284.67,879784,0,DIAMOND
8285,F,1.0,True,LAZIO,13,premium,1,260,46,10.333333333333334,92,21,2172.05,523294,1,GOLD
8286,F,1.0,True,LAZIO,39,premium,1,270,46,14.454545454545455,105,14,577.22,38190,1,SILVER
8287,F,1.0,True,CAMPANIA,35,standard,1,407,46,27.09090909090909,29,12,48.84,260108,0,SILVER
8288,F,1.0,True,LOMBARDIA,23,standard,1,476,46,26.6,90,11,624.22,119678,1,SILVER
8289,M,0.0,True,PUGLIA,26,premium,1,195,46,18.8,1,16,1119.02,630116,0,DIAMOND
8290,F,0.0,True,LOMBARDIA,34,premium,1,279,46,13.416666666666666,111,16,986.7499999999999,493507,0,GOLD
8291,M,1.0,True,LAZIO,29,premium,1,347,46,22.8,116,11,400.14000000000004,246685,0,SILVER
8292,M,1.0,True,LAZIO,1,standard,1,282,46,15.181818181818182,101,17,484.18,127080,0,SILVER
8293,F,1.0,True,LAZIO,42,standard,1,329,46,20.833333333333332,56,16,340.02,383014,0,GOLD
8294,M,0.0,True,OTHERS,26,premium,1,282,46,11.692307692307692,88,14,618.6,489891,0,SILVER
8295,M,1.0,True,EMILIA ROMAGNA,14,standard,1,375,47,38.77777777777778,3,10,523.28,323177,0,SILVER
8296,F,1.0,True,CAMPANIA,35,standard,1,475,47,29.3,18,11,83.59,121623,0,SILVER
8297,M,0.0,False,LAZIO,1,standard,1,177,47,12.9,35,14,160.78000000000003,664146,0,SILVER
8298,M,1.0,True,PIEMONTE,2,standard,1,458,47,17.941176470588236,31,20,395.37,152484,0,GOLD
8299,M,1.0,True,LAZIO,29,standard,1,398,47,13.75,41,15,146.53,277851,0,SILVER
8300,M,1.0,True,LOMBARDIA,8,standard,1,330,47,26.90909090909091,24,14,1148.86,91328,0,DIAMOND
8301,M,1.0,True,LOMBARDIA,10,premium,1,291,47,33.42857142857143,45,12,120.53000000000002,411393,0,SILVER
8302,F,1.0,True,UMBRIA,9,standard,1,311,47,16.705882352941178,4,20,276.15000000000003,443379,0,GOLD
8303,M,0.0,True,LAZIO,42,premium,1,250,47,20.0,4,17,892.7600000000001,32606,0,DIAMOND
8304,F,1.0,True,LAZIO,29,standard,1,481,48,17.76923076923077,3,15,314.54999999999995,110711,0,GOLD
8305,M,1.0,False,LOMBARDIA,17,premium,1,327,48,25.571428571428573,62,9,1280.2,66700,0,SILVER
8306,M,0.0,True,LOMBARDIA,32,standard,1,345,48,31.714285714285715,117,16,300.22,330518,0,SILVER
8307,F,1.0,True,LOMBARDIA,15,premium,1,241,49,12.1,95,12,1899.42,554251,1,GOLD
8308,F,1.0,False,PUGLIA,31,standard,1,333,49,22.428571428571427,7,18,267.87,404820,0,SILVER
8309,M,1.0,False,VENETO,18,standard,1,470,49,19.8125,36,18,318.82000000000005,129806,0,GOLD
8310,M,1.0,True,SICILIA,6,business premium,1,354,49,16.36842105263158,33,22,1440.0,365708,0,DIAMOND
8311,F,1.0,True,OTHERS,26,premium,1,153,49,10.833333333333334,7,15,639.38,717948,0,DIAMOND
8312,M,1.0,True,ABRUZZO,25,premium,1,355,49,11.0,59,9,823.53,74246,0,SILVER
8313,F,0.0,True,LOMBARDIA,30,premium,1,219,49,21.142857142857142,41,10,1361.3300000000002,591937,0,SILVER
8314,M,1.0,True,PIEMONTE,2,standard,1,115,49,13.5,3,11,47.86,764912,0,SILVER
8315,M,1.0,True,EMILIA ROMAGNA,41,standard,1,341,50,16.72222222222222,20,21,244.32,389873,0,SILVER
8316,F,1.0,True,LOMBARDIA,30,premium,1,292,50,18.6,0,18,1538.48,472357,0,DIAMOND
8317,M,1.0,True,VENETO,44,premium,1,181,50,11.153846153846153,27,17,517.47,628822,0,GOLD
8318,F,1.0,True,CAMPANIA,3,premium,1,332,50,27.2,39,14,333.96,406891,0,GOLD
8319,M,1.0,True,LOMBARDIA,34,business standard,1,229,51,14.928571428571429,11,16,194.29000000000002,574954,0,SILVER
8320,M,1.0,True,ABRUZZO,25,premium,1,122,51,9.6,0,19,1020.74,743003,0,DIAMOND
8321,M,1.0,False,PIEMONTE,2,premium,1,303,52,9.375,22,20,776.9499999999999,455500,0,DIAMOND
8322,M,1.0,True,LOMBARDIA,1,standard,1,93,52,6.75,6,13,632.3000000000001,69657,0,DIAMOND
8323,F,1.0,True,LAZIO,13,standard,1,189,52,8.5,4,20,878.7099999999999,641350,0,DIAMOND
8324,M,1.0,False,LOMBARDIA,34,premium,1,181,53,16.5,41,20,1996.5400000000004,11066,0,DIAMOND
8325,M,1.0,True,CAMPANIA,3,standard,1,305,53,34.375,24,14,458.4100000000001,452521,0,GOLD
8326,F,1.0,True,LOMBARDIA,15,premium,1,296,54,24.666666666666668,6,14,1259.1899999999998,466967,0,DIAMOND
8327,M,1.0,True,PIEMONTE,21,premium,1,268,54,15.923076923076923,44,16,1075.1700000000003,30307,0,DIAMOND
8328,M,1.0,True,EMILIA ROMAGNA,41,standard,1,168,54,7.894736842105263,7,20,216.19999999999996,682286,0,SILVER
8329,M,1.0,True,LAZIO,29,standard,1,481,54,16.375,89,17,419.96999999999997,110386,0,SILVER
8330,M,0.0,False,LOMBARDIA,34,business standard,1,217,54,7.75,13,17,808.79,11213,0,DIAMOND
8331,M,1.0,True,PIEMONTE,2,standard,1,452,54,30.454545454545453,19,14,119.42,164077,0,SILVER
8332,M,1.0,True,LOMBARDIA,30,premium,1,158,54,13.0,10,13,181.95,703934,0,SILVER
8333,M,1.0,False,VENETO,18,standard,1,388,55,32.2,10,12,75.31,296125,0,SILVER
8334,M,1.0,True,PUGLIA,46,premium,1,448,55,20.0,52,16,546.2300000000001,174403,0,GOLD
8335,M,1.0,False,LOMBARDIA,1,premium,1,163,55,10.384615384615385,19,18,1045.22,691750,0,DIAMOND
8336,M,1.0,True,CAMPANIA,35,premium,1,144,55,14.0,5,18,1371.28,730916,0,DIAMOND
8337,M,1.0,False,LAZIO,37,premium,1,464,55,20.25,30,19,2002.08,141950,0,DIAMOND
8338,M,1.0,False,LOMBARDIA,8,standard,1,243,56,29.714285714285715,31,11,1412.8400000000001,550814,0,DIAMOND
8339,F,1.0,True,SICILIA,7,standard,1,449,56,17.5625,66,17,867.5600000000002,171138,0,DIAMOND
8340,F,1.0,False,LOMBARDIA,10,business standard,1,154,56,11.3,22,17,1245.94,471747,0,DIAMOND
8341,M,1.0,True,LOMBARDIA,15,premium,1,211,56,12.0,33,19,594.82,604205,0,GOLD
8342,M,1.0,True,PIEMONTE,45,standard,1,441,56,30.181818181818183,4,13,329.28000000000003,1360,0,GOLD
8343,M,1.0,False,FRIULI VENEZIA GIULIA,4,standard,1,347,56,13.5,34,11,257.37,51743,0,SILVER
8344,M,1.0,True,LAZIO,29,standard,1,481,56,19.5,46,13,98.06000000000002,110855,0,SILVER
8345,F,0.0,True,VENETO,22,premium,1,171,56,11.0,30,21,2149.1400000000003,653631,0,DIAMOND
8346,M,1.0,True,VENETO,22,premium,1,196,56,12.25,58,12,323.85,354419,0,GOLD
8347,M,1.0,True,LOMBARDIA,34,standard,1,459,56,18.416666666666668,51,14,174.42000000000002,149344,0,SILVER
8348,M,1.0,True,CAMPANIA,3,standard,1,184,57,18.22222222222222,10,21,569.6700000000001,651694,0,GOLD
8349,M,1.0,True,PUGLIA,26,standard,1,388,57,13.0625,34,18,324.32000000000005,264032,0,GOLD
8350,F,1.0,True,PIEMONTE,45,standard,1,160,57,9.933333333333334,1,17,124.56,697992,0,SILVER
8351,F,1.0,True,LOMBARDIA,15,business premium,1,342,57,46.333333333333336,42,7,685.0699999999998,387943,0,SILVER
8352,M,1.0,False,LAZIO,29,standard,1,462,57,19.384615384615383,58,17,519.73,9323,0,GOLD
8353,F,0.0,True,LOMBARDIA,38,premium,1,163,58,12.777777777777779,37,18,585.05,678612,0,GOLD
8354,M,1.0,True,SICILIA,7,standard,1,404,58,23.714285714285715,19,16,476.65,266140,0,GOLD
8355,M,0.0,True,VENETO,44,premium,1,140,58,6.6923076923076925,44,19,1846.7500000000002,738123,0,DIAMOND
8356,M,1.0,True,PIEMONTE,1,standard,1,122,58,5.8125,18,21,2396.86,755911,0,DIAMOND
8357,F,1.0,True,LOMBARDIA,34,premium,1,325,58,14.466666666666667,100,19,326.3399999999999,395793,0,SILVER
8358,M,1.0,True,SICILIA,6,premium,1,113,58,9.818181818181818,0,13,428.14,768191,0,GOLD
8359,M,1.0,False,VENETO,18,premium,1,317,59,31.333333333333332,18,12,1016.2399999999999,433589,0,DIAMOND
8360,M,1.0,True,LIGURIA,20,premium,1,110,59,5.7272727272727275,21,17,1429.0,771588,0,DIAMOND
8361,F,1.0,True,VENETO,18,premium,1,310,59,16.933333333333334,29,17,1275.0300000000002,444539,0,DIAMOND
8362,M,1.0,False,EMILIA ROMAGNA,14,premium,1,369,59,32.27272727272727,0,13,309.06,40135,0,GOLD
8363,M,1.0,True,LAZIO,39,business premium,1,288,59,20.923076923076923,4,18,681.81,91979,0,DIAMOND
8364,M,1.0,False,TOSCANA,47,premium,1,289,59,23.5,3,15,2413.9399999999996,477066,0,DIAMOND
8365,M,1.0,False,PUGLIA,46,premium,1,268,59,16.5,18,18,2668.28,509230,0,DIAMOND
8366,M,1.0,True,LOMBARDIA,15,standard,1,457,59,24.22222222222222,58,13,178.51000000000002,155969,0,SILVER
8367,F,1.0,False,TOSCANA,19,premium,1,294,59,21.857142857142858,62,10,829.96,50334,0,SILVER
8368,M,1.0,False,EMILIA ROMAGNA,14,standard,1,163,59,7.6923076923076925,49,16,725.2900000000001,691958,0,DIAMOND
8369,F,0.0,True,LAZIO,39,premium,1,232,59,14.857142857142858,10,17,196.69000000000003,24956,0,SILVER
8370,M,1.0,False,VENETO,44,premium,1,269,59,14.071428571428571,65,20,1344.24,508002,0,DIAMOND
8371,F,1.0,True,EMILIA ROMAGNA,11,standard,1,368,59,18.5,11,19,1336.8700000000003,337425,0,DIAMOND
8372,M,1.0,False,SICILIA,7,standard,1,239,59,23.4,0,15,302.18,557598,0,GOLD
8373,M,0.0,False,SICILIA,1,standard,1,316,60,11.25,53,13,380.8000000000001,28019,0,GOLD
8374,M,1.0,True,LOMBARDIA,34,premium,1,304,60,43.0,39,8,532.3400000000001,453670,0,SILVER
8375,M,1.0,True,LOMBARDIA,12,business standard,1,483,60,26.416666666666668,7,17,247.43000000000004,89630,0,SILVER
8376,M,1.0,False,PUGLIA,26,standard,1,271,60,18.333333333333332,45,18,152.42,504940,0,SILVER
8377,F,1.0,False,LOMBARDIA,15,standard,1,242,60,12.117647058823529,21,21,166.68000000000004,552066,0,SILVER
8378,M,1.0,False,CAMPANIA,3,premium,1,471,60,18.46153846153846,7,15,322.50999999999993,128081,0,GOLD
8379,M,1.0,True,LAZIO,13,premium,1,350,60,22.142857142857142,23,16,225.67000000000002,336938,0,SILVER
8380,M,1.0,False,VENETO,1,premium,1,345,60,23.0,47,15,757.9000000000001,382915,0,DIAMOND
8381,M,1.0,True,PUGLIA,31,standard,1,436,60,24.153846153846153,44,18,414.35,199362,0,GOLD
8382,M,1.0,False,TOSCANA,9,premium,1,184,61,12.75,37,15,2852.1099999999997,650566,0,DIAMOND
8383,F,0.0,True,EMILIA ROMAGNA,11,standard,1,245,61,15.083333333333334,32,17,1248.1100000000001,546856,0,DIAMOND
8384,M,0.0,True,SICILIA,6,standard,1,468,61,12.842105263157896,52,21,1088.48,132935,0,DIAMOND
8385,F,1.0,True,LAZIO,39,premium,1,402,61,23.076923076923077,5,16,228.89,269680,0,SILVER
8386,M,1.0,False,LOMBARDIA,15,business premium,1,361,61,33.888888888888886,50,14,243.04999999999998,352454,0,SILVER
8387,M,1.0,True,LAZIO,39,premium,1,164,61,10.133333333333333,4,21,776.3100000000001,689283,0,DIAMOND
8388,M,1.0,True,LOMBARDIA,34,standard,1,256,61,18.46153846153846,1,16,122.89,528495,0,SILVER
8389,M,1.0,False,SICILIA,6,premium,1,288,61,18.071428571428573,6,17,964.22,480245,0,DIAMOND
8390,M,1.0,True,VENETO,5,standard,1,192,61,19.11111111111111,10,13,180.33,634946,0,SILVER
8391,M,1.0,False,PIEMONTE,2,business standard,1,370,61,25.363636363636363,55,12,368.58,333784,0,GOLD
8392,M,1.0,True,EMILIA ROMAGNA,1,standard,1,185,61,14.1,31,13,447.87999999999994,648168,0,GOLD
8393,F,1.0,True,LAZIO,13,premium,1,176,61,12.3,47,16,461.7,667883,0,GOLD
8394,M,1.0,True,LIGURIA,20,standard,1,409,61,28.3,54,11,171.31,255328,0,SILVER
8395,M,1.0,False,LOMBARDIA,14,premium,1,346,62,19.6,45,18,412.52000000000004,380579,0,GOLD
8396,M,1.0,True,UMBRIA,9,premium,1,399,62,24.5,10,20,759.1500000000001,276612,0,DIAMOND
8397,M,1.0,True,LOMBARDIA,48,business premium,1,318,62,23.666666666666668,27,15,444.7,403707,0,GOLD
8398,M,1.0,False,LAZIO,13,business standard,1,267,62,12.176470588235293,23,18,186.66000000000003,511589,0,SILVER
8399,F,1.0,False,LOMBARDIA,32,standard,1,434,62,20.235294117647058,1,19,247.15,201689,0,SILVER
8400,M,1.0,True,SICILIA,7,business premium,1,432,63,28.333333333333332,6,14,1318.2799999999997,206408,0,DIAMOND
8401,M,1.0,True,LOMBARDIA,34,standard,1,165,63,9.2,59,18,271.59,56560,0,SILVER
8402,M,1.0,True,PUGLIA,43,standard,1,305,63,19.46153846153846,44,17,281.28000000000003,452733,0,GOLD
8403,M,1.0,True,LOMBARDIA,45,business premium,1,454,63,33.4,13,15,220.79000000000002,160859,0,SILVER
8404,M,1.0,False,LOMBARDIA,12,premium,1,175,63,13.666666666666666,18,17,106.90000000000002,614105,0,SILVER
8405,M,1.0,True,UMBRIA,9,premium,1,430,63,21.1875,4,20,242.21999999999997,210822,0,SILVER
8406,M,1.0,True,PIEMONTE,21,premium,1,334,63,25.272727272727273,39,14,307.17,402534,0,GOLD
8407,M,1.0,False,LOMBARDIA,40,premium,1,99,63,6.285714285714286,3,18,1338.73,787772,0,DIAMOND
8408,F,1.0,True,LOMBARDIA,16,premium,1,346,64,34.888888888888886,5,10,679.64,379505,0,SILVER
8409,M,1.0,False,PUGLIA,31,standard,1,367,64,24.923076923076923,31,17,508.09000000000003,320328,0,GOLD
8410,M,1.0,True,VENETO,5,standard,1,454,64,20.714285714285715,7,17,508.85999999999996,160196,0,GOLD
8411,M,1.0,True,TOSCANA,19,standard,1,346,64,24.0,27,15,441.42999999999995,380379,0,GOLD
8412,M,1.0,False,LOMBARDIA,48,business standard,1,413,64,27.09090909090909,36,12,240.29999999999998,247026,0,SILVER
8413,F,1.0,True,LOMBARDIA,16,standard,1,389,65,25.545454545454547,29,15,327.50000000000006,77543,0,GOLD
8414,M,1.0,True,LAZIO,29,standard,1,350,65,29.727272727272727,5,16,255.14999999999998,372964,0,SILVER
8415,F,1.0,False,ABRUZZO,25,standard,1,406,65,25.923076923076923,18,16,285.00999999999993,262766,0,GOLD
8416,F,1.0,True,LOMBARDIA,48,business standard,1,337,65,17.285714285714285,11,16,349.68000000000006,41133,0,GOLD
8417,M,1.0,True,PIEMONTE,2,standard,1,275,65,17.133333333333333,10,19,704.52,499323,0,DIAMOND
8418,M,1.0,True,PIEMONTE,21,premium,1,285,65,38.166666666666664,48,10,467.08000000000004,94433,0,SILVER
8419,M,1.0,True,CAMPANIA,3,premium,1,184,65,10.866666666666667,10,18,832.51,651449,0,DIAMOND
8420,M,1.0,False,LOMBARDIA,16,premium,1,71,65,10.5,0,10,2850.1699999999996,822140,0,SILVER
8421,F,1.0,True,LOMBARDIA,8,standard,1,465,65,24.615384615384617,3,14,193.93000000000004,138738,0,SILVER
8422,F,1.0,False,LOMBARDIA,36,business premium,1,124,66,22.2,3,6,1311.9200000000003,754126,0,SILVER
8423,M,1.0,True,LOMBARDIA,49,standard,1,103,66,5.6875,0,21,1109.23,780938,0,DIAMOND
8424,F,1.0,True,TOSCANA,47,business premium,1,319,66,19.0625,0,20,459.48,8617,0,GOLD
8425,M,1.0,False,LOMBARDIA,23,standard,1,419,66,20.41176470588235,5,19,1504.4600000000003,233097,0,DIAMOND
8426,M,1.0,True,LOMBARDIA,43,standard,1,449,66,20.0,23,19,273.82,171554,0,SILVER
8427,M,1.0,True,CAMPANIA,3,premium,1,471,66,20.727272727272727,12,14,577.8600000000001,127564,0,GOLD
8428,F,0.0,True,PIEMONTE,45,premium,1,406,67,29.2,33,15,1255.6200000000001,263223,0,DIAMOND
8429,M,1.0,True,LOMBARDIA,49,premium,1,445,67,25.416666666666668,49,20,962.2900000000001,178559,0,DIAMOND
8430,M,1.0,False,LAZIO,33,standard,1,332,67,19.714285714285715,52,16,272.95,405187,0,SILVER
8431,M,1.0,True,VENETO,27,standard,1,303,67,17.5625,10,21,312.8,456262,0,GOLD
8432,M,1.0,True,MARCHE,9,premium,1,470,68,22.083333333333332,3,16,642.4499999999999,130026,0,DIAMOND
8433,M,1.0,False,VENETO,5,business premium,1,132,68,16.142857142857142,6,10,587.52,748315,0,SILVER
8434,F,1.0,True,TOSCANA,19,premium,1,111,68,4.0,35,20,470.21,770026,0,GOLD
8435,M,0.0,True,ABRUZZO,25,standard,1,422,68,15.210526315789474,65,23,231.16,228146,0,SILVER
8436,F,1.0,True,EMILIA ROMAGNA,24,premium,1,338,68,18.071428571428573,53,16,1049.0099999999998,395896,0,DIAMOND
8437,M,1.0,False,PIEMONTE,21,business standard,1,223,69,9.166666666666666,47,22,674.5500000000001,584895,0,DIAMOND
8438,M,1.0,False,SICILIA,6,premium,1,284,69,51.4,22,9,1874.47,21986,0,SILVER
8439,M,1.0,True,LOMBARDIA,34,premium,1,275,69,19.916666666666668,22,14,118.59,47338,0,SILVER
8440,F,1.0,False,LAZIO,33,premium,1,289,69,13.882352941176471,44,19,636.81,476617,0,DIAMOND
8441,M,1.0,True,VENETO,22,standard,1,367,69,21.5625,1,18,140.79999999999998,59405,0,SILVER
8442,M,1.0,False,PUGLIA,46,standard,1,428,70,18.75,26,17,689.1800000000001,214827,0,DIAMOND
8443,M,1.0,True,SICILIA,28,premium,1,113,70,7.0,21,17,1075.35,768326,0,DIAMOND
8444,M,1.0,False,LIGURIA,1,standard,1,343,70,25.0,0,16,255.49,385735,0,SILVER
8445,F,1.0,False,EMILIA ROMAGNA,14,premium,1,312,70,20.5,3,16,615.63,60730,0,GOLD
8446,M,1.0,True,TOSCANA,47,standard,1,428,70,32.285714285714285,3,11,88.42,105713,0,SILVER
8447,M,1.0,True,PUGLIA,26,standard,1,382,70,38.125,39,11,341.69,310296,0,GOLD
8448,F,0.0,True,SICILIA,7,premium,1,472,71,25.833333333333332,18,15,370.48,126147,0,GOLD
8449,M,1.0,True,LOMBARDIA,1,premium,1,309,71,6.923076923076923,57,15,460.8,447286,0,GOLD
8450,M,1.0,True,VENETO,18,premium,1,167,71,10.666666666666666,31,20,333.05,683954,0,GOLD
8451,M,1.0,True,LOMBARDIA,49,premium,1,282,71,14.882352941176471,20,21,503.84000000000003,489326,0,GOLD
8452,M,1.0,True,PIEMONTE,1,premium,1,369,71,16.692307692307693,41,17,410.76,335942,0,GOLD
8453,M,1.0,True,EMILIA ROMAGNA,11,standard,1,368,71,22.076923076923077,52,14,195.11,48030,0,SILVER
8454,M,1.0,False,VENETO,44,premium,1,77,71,7.0,1,12,1053.8500000000001,819171,0,DIAMOND
8455,M,1.0,True,PIEMONTE,2,standard,1,156,72,9.8,0,18,239.38,712572,0,SILVER
8456,M,1.0,True,OTHERS,41,standard,1,334,72,18.4375,30,19,468.74999999999994,104258,0,GOLD
8457,M,1.0,True,LOMBARDIA,49,standard,1,456,73,16.736842105263158,28,23,1070.0100000000002,131796,0,DIAMOND
