,Unnamed: 0.1,Unnamed: 0,order_id,customer_id,store_id,product_id,direction,gross_price,price_reduction,perc_price_reduction,purchase_datetime,TBS,churn
129457,456414,517783,97e9751629564c0227166e251ef47e08,423648,6,34925191,1,39.9,5.99,15.012531328320804,2022-11-23,134.0,1.0
129458,456415,517784,dcb412d3fc7c7ea1dc2577b707190a1f,423648,6,36216383,1,5.99,0.0,0.0,2023-04-19,147.0,1.0
129462,456432,517803,34bb13422fb83c0033f9a8364fdb4429,423682,45,35292446,1,5.99,0.0,0.0,2023-03-12,204.0,1.0
129464,456437,517808,c000e435768635c0feb2f04a18d22ccd,423684,6,33817091,1,0.5,0.0,0.0,2023-03-17,273.0,1.0
129474,456484,517855,8528034433cb25695cd53b9acb00289f,423731,5,33700716,1,0.2,0.0,0.0,2023-03-16,139.0,1.0
129476,456492,517863,2f32ca1eba019cc1a789fc4b10484cfd,423736,49,35917273,1,49.99,10.99,21.984396879375875,2022-11-06,124.0,1.0
129485,456520,517891,3e47851414363c08f4e02138501ee172,423765,5,36311730,1,49.98,0.0,0.0,2023-03-02,168.0,1.0
129487,456525,517896,75c807a5e42a2a21b30d9d85a1732360,423769,4,34252904,1,2.95,0.0,0.0,2023-04-26,302.0,1.0
129492,456535,517906,c1c0a4250ee4b92e70cd091f0e75b8bb,423783,22,30482683,1,1.2,0.0,0.0,2023-04-25,209.0,1.0
129511,456577,517949,1e799b6de16bbc7f859ff778072755fa,423821,7,35272195,1,8.99,0.0,0.0,2023-04-03,240.0,1.0
129516,456588,517961,9cd5bbea837b11d51740b26b3a2d2764,423825,12,35918470,1,5.99,1.09,18.196994991652755,2022-12-27,159.0,1.0
129547,456707,518087,1b64936a943c468a3734681547bda6d5,423895,25,30293361,1,2.2,0.0,0.0,2023-01-03,171.0,1.0
129571,456787,518170,83b46fdaf49c29810b058ac1c28d3a28,423958,2,34349196,1,3.0,0.0,0.0,2023-02-16,113.0,1.0
129588,456873,518257,a94645f1799c0841d2181e3484b80679,424024,38,35209181,1,21.99,0.0,0.0,2023-01-19,221.0,1.0
129597,456895,518279,d9627ef0b1d760f82fa8cef54598c3c1,424029,24,34032362,1,0.7,0.0,0.0,2022-12-13,174.0,1.0
129600,456906,518290,fa201c70e09428fd478380b87101beba,424037,44,35609245,1,0.65,0.0,0.0,2023-03-06,206.0,1.0
129622,457008,518400,a4e7ab862297e4a28b9e4005da8ebdfc,424160,28,48091281,1,7.99,0.0,0.0,2022-12-03,137.0,1.0
129638,457053,518445,ed354c07baba3e86e78f734e02e264dc,424170,33,36116353,1,5.97,0.0,0.0,2023-01-10,212.0,1.0
129651,457098,518493,2273e3edff81136eca9342b1db8cad00,424235,35,36298353,1,19.51,0.01,0.0512557662737057,2023-01-04,206.0,1.0
129679,457299,518778,dbdd98e7adbad0a763f8efd2b2b49210,424282,4,35654283,1,13.98,0.0,0.0,2023-04-12,247.0,1.0
129698,457337,518816,d6ccc89912bb121f80ccc962053aac58,424293,36,33700716,1,0.2,0.0,0.0,2022-11-29,117.0,1.0
129701,457347,518826,8f2bc3c93b8e38f4097e9176cc039884,424322,14,35750302,1,1.1,0.11,10.0,2023-02-17,134.0,1.0
129721,457426,518908,45af7f62f1f07ba832f83df03b149c9b,424413,38,31334303,1,3.9,0.0,0.0,2022-10-14,117.0,1.0
129722,457430,518913,445499cd3a37273fb3aef108a981e701,424439,37,33817091,1,0.5,0.0,0.0,2023-03-24,272.0,1.0
129724,457438,518921,6467ff9fa31747c73ca056ca8f646477,424453,22,34950762,1,8.9,0.0,0.0,2023-03-13,124.0,1.0
129738,457488,518973,a2d2f7b37a2b40da818b810cf2304ee7,424492,21,35661220,1,15.9,0.0,0.0,2022-11-29,123.0,1.0
129742,457505,518993,f23150f42c9ca990ef18eb9f28eafadb,424529,37,35807205,1,7.2,0.0,0.0,2022-11-06,147.0,1.0
129746,457521,519009,4cbaeef0131b239aefbe2692d4d253b2,424548,44,35750302,1,0.49,0.0,0.0,2022-11-22,125.0,1.0
129766,457684,519262,ca7a0967572cc36b1d4d2fe2bd9b67d2,424640,14,34887580,1,2.99,0.0,0.0,2022-11-10,124.0,1.0
129801,457829,519408,e0a831c1c442dc64e116e57518c8f666,424754,29,32152792,1,7.7,0.0,0.0,2023-03-10,189.0,1.0
129804,457842,519421,cb5ad8043e56f240469214df7b821da0,424763,26,34708520,1,11.99,0.0,0.0,2022-10-22,125.0,1.0
129805,457846,519425,e0fbe8e901c88fac1868fc2653ef5e51,424773,6,35649740,1,1.55,0.0,0.0,2023-01-19,221.0,1.0
129814,457898,519483,0174bfed4c1b463b3923bb0b2a682aa4,424786,8,31407824,1,3.45,0.0,0.0,2023-01-13,160.0,1.0
129815,457900,519485,896b4f71a4650f51b47262498530f39e,424787,44,34252904,1,2.95,0.0,0.0,2023-03-09,214.0,1.0
129818,457914,519502,efee46c49a3afcfe9793c8e9f1c6dbbf,424801,7,36578346,1,14.9,0.0,0.0,2022-11-06,147.0,1.0
129823,457931,519519,3374065d7966463992031937ef5af8d6,424813,16,31618300,1,4.15,0.0,0.0,2023-02-09,140.0,1.0
129825,457944,519532,f6942188785186dd2414a3a655527f32,424828,22,35851116,1,1.8,0.18,10.0,2023-01-25,227.0,1.0
129830,457968,519559,3773ce093ed365cbcee1f2cac4e8191f,424850,10,36077083,1,13.58,1.36,10.014727540500736,2023-02-18,231.0,1.0
129845,458008,519600,d7de7ae1eec4a54cb71ecad0a0812afb,424883,48,33052194,1,1.3,0.0,0.0,2023-03-01,180.0,1.0
129874,458083,519707,4e47e8f0b649229e21c5ae813df7f9a0,424935,34,35881622,1,0.79,0.0,0.0,2023-03-28,139.0,1.0
129877,458091,519715,cf72207a1c3324457cf7be39e61f4187,424956,17,32863712,1,2.49,0.25,10.04016064257028,2023-02-10,180.0,1.0
129880,458099,519726,853c5a6d2ba8a4c0f1b0e42ffc1f11c1,424977,17,36128141,1,1.95,0.0,0.0,2023-01-20,204.0,1.0
129888,458116,519743,ae81902953f1057a75a2a2616bd9e1ed,424984,41,32756003,1,6.75,0.0,0.0,2022-12-04,162.0,1.0
129893,458129,519756,1aab9243c4f84fcc9cd3ad57398a9512,424991,40,34060873,1,4.99,0.0,0.0,2023-04-07,288.0,1.0
129896,458136,519763,14d5abd0bab57d0f811344f2625d5a52,425022,38,33120913,1,2.8,0.0,0.0,2023-02-27,260.0,1.0
129902,458170,519798,e1c1340c881005326eb6dea63378eccc,425070,24,35856352,1,15.8,0.0,0.0,2023-04-30,268.0,1.0
129929,458286,519958,6876ec57423986f453139caf5e8ad3cc,425188,21,36635823,1,179.8,40.0,22.246941045606228,2022-10-17,125.0,1.0
129937,458304,519976,9b95755325d17dc25bbfc0f7effd71e1,425199,15,34609722,1,2.95,0.0,0.0,2023-03-20,273.0,1.0
129939,458315,519987,3e09155e45ca37e4ecef66487dc2e264,425216,33,35997080,1,89.7,0.0,0.0,2022-11-25,163.0,1.0
129987,458517,520195,4b3be96ed6265588096e0ce99b04a5aa,425471,19,35653884,1,27.75,0.0,0.0,2023-02-14,159.0,1.0
130019,458653,520331,4ba3144b30c987967c662eaff3582a12,425511,2,35587720,1,19.5,0.0,0.0,2023-02-27,118.0,1.0
130036,458718,520404,075502327ab9521c528b99ac83848f89,425582,5,35551922,1,313.5,31.36,10.003189792663475,2022-12-03,167.0,1.0
130038,458727,520413,071aa0249879cf1ced14c4f2a05c0750,425583,8,36604596,1,6.9,0.0,0.0,2023-03-18,268.0,1.0
130066,458816,520630,46463a847c3ad9bd865767888ef34a82,425637,17,34060782,1,10.7,0.0,0.0,2023-03-08,150.0,1.0
130071,458827,520641,47a56baae845226a131005145b1e3a9d,425657,3,36500611,1,7.99,0.0,0.0,2022-11-11,117.0,1.0
130074,458840,520654,5f935e5e4f7a50d7dfc22a3a6eb3d325,425684,34,33700716,1,0.2,0.0,0.0,2022-12-10,156.0,1.0
130075,458843,520657,b6b7050eb324a344bbd566e0481402c0,425684,34,35411810,1,1.99,0.0,0.0,2023-04-17,128.0,1.0
130081,458868,520682,244fb462ab6b1c28bd0989c1e784ceba,425706,10,35890113,1,2.5,0.0,0.0,2023-03-06,244.0,1.0
130099,458951,520773,074e15741f0284049dfb66df2ff85b32,425783,34,48020504,1,0.01,0.01,100.0,2023-03-28,202.0,1.0
130125,459035,520868,7382a0555dda01b1ed0f4391802743ed,425849,23,82042962,1,2.75,0.0,0.0,2023-03-20,146.0,1.0
130137,459062,520895,63433a59d4d64cd0977383fce5c2901e,425879,10,35616812,1,4.99,0.0,0.0,2023-03-03,112.0,1.0
130140,459077,520910,f8637c92d845588831d11f3662cda61d,425930,31,34979133,1,19.8,0.0,0.0,2023-04-29,303.0,1.0
130154,459104,520937,aa95ec0ff29e050e715168e4b75c7508,425941,36,35958776,1,1.99,0.0,0.0,2023-04-26,202.0,1.0
130167,459152,520988,f275db6175e941481beb6be50baed59c,425970,10,35750260,1,1.4,0.0,0.0,2023-04-23,314.0,1.0
130168,459158,520994,cd1a2538a9fc1220e7a3c4f19aa7a46f,425984,42,36635186,1,0.9,0.14,15.555555555555555,2022-11-23,159.0,1.0
130182,459221,521058,f8329c3e9054489bc3fd92e3040a3ad1,426048,2,36472352,1,89.0,0.0,0.0,2023-03-12,149.0,1.0
130185,459232,521069,10d6a01f1ccf0a2c19d7306a33a12e5a,426055,41,35919870,1,2.49,0.0,0.0,2022-12-28,195.0,1.0
130190,459251,521088,5b437dfbe8a76f3e01ed226f9516899c,426067,28,34649832,1,1.9,0.0,0.0,2023-01-08,156.0,1.0
130196,459283,521125,bf13a637fc6b2c4b343c67fca5f9390c,426104,10,33700716,1,0.2,0.0,0.0,2022-11-25,160.0,1.0
130203,459311,521153,b67f93a9ceeeaecd42569231f3ecadf0,426117,47,35801556,1,2.35,0.0,0.0,2022-12-05,162.0,1.0
130217,459350,521193,e4c74eb0de3b086da2590620f95926ae,426173,2,48020504,1,74.0,0.0,0.0,2022-10-19,125.0,1.0
130219,459354,521197,6a4b4298ccc455044c4c8e8f2b5b23d8,426186,13,33009284,1,13.33,0.0,0.0,2022-10-16,116.0,1.0
130220,459355,521198,b7a5c09729c89bc65cda94450069a595,426186,13,35750302,1,0.55,0.0,0.0,2023-04-08,174.0,1.0
130225,459367,521217,44885451319607bf74b775fcc6455855,426195,41,33817091,1,0.5,0.0,0.0,2023-03-20,140.0,1.0
130228,459381,521231,859cbc494395cddb66cf6e528d1288e9,426210,6,35761670,1,9.9,0.0,0.0,2023-01-10,158.0,1.0
130251,459449,521299,134cfa6fb7c6b79a3c643fe53afdd51b,426264,34,33626425,1,5.85,0.0,0.0,2023-04-11,232.0,1.0
130254,459456,521306,40130c6cada1958de72319915852a63e,426266,8,30329621,1,0.65,0.0,0.0,2023-02-12,244.0,1.0
130256,459462,521312,677a7971abc5ecbff51be6fdce615e6a,426282,25,81259508,1,18.99,0.0,0.0,2023-03-14,254.0,1.0
130273,459587,521439,290cea0f2d7fab75343dc2dbf0572f04,426360,21,33938751,1,3.6,0.0,0.0,2022-11-02,131.0,1.0
130281,459626,521478,032b287622ef04fa8423feaa11614187,426368,18,35990871,1,19.9,0.0,0.0,2023-02-28,189.0,1.0
130285,459640,521492,f9bacca3712ea879d5d538082afb6a4a,426379,10,33700716,1,0.2,0.0,0.0,2023-02-02,143.0,1.0
130288,459666,521518,15c8b3a24b515e875ac8b489d89066d4,426393,20,35929054,1,1.94,0.0,0.0,2022-12-27,197.0,1.0
130314,459729,521581,0253e1e05eb6e0cea99cc8af5e154ff4,426431,26,33700716,1,0.2,0.0,0.0,2023-04-05,160.0,1.0
130318,459737,521589,d7d64985546747bf459db55f74d639e4,426439,21,34060782,1,5.35,0.0,0.0,2023-03-10,218.0,1.0
130329,459772,521624,6040124ff4b6303996cf087e4fea4d8f,426444,6,82026199,1,19.9,0.01,0.050251256281407,2023-01-08,174.0,1.0
130342,459825,521706,98dfc52467601576aeb63df0a9f3708b,426473,2,34609722,1,2.95,0.0,0.0,2023-02-19,239.0,1.0
130345,459832,521713,0b80004a20a9ecb429873f05970ad20f,426484,34,32440331,1,2.6,0.0,0.0,2023-02-27,154.0,1.0
130375,459939,521823,f1a4d485ba416a7345861a09e9112621,426595,31,35203721,1,1.49,0.0,0.0,2023-04-07,166.0,1.0
130380,459969,521854,4bf7935332ec7591a624c7af389895de,426603,14,32566086,1,3.99,0.2,5.012531328320802,2022-10-28,113.0,1.0
130416,460062,521948,62a3df85a76c7402867b38b278874d62,426609,21,31262140,1,3.65,0.0,0.0,2022-10-28,133.0,1.0
130430,460136,522022,cc64ed4d17c45da82bf04cc6b7d879bf,426655,49,35573356,1,18.8,2.82,15.0,2022-10-12,121.0,1.0
130437,460173,522060,82f0c0824707acae3265cf0c6d9e5006,426677,9,33700716,1,0.2,0.0,0.0,2022-12-27,190.0,1.0
130443,460210,522097,958a8f175da29720908c4a15c2d7ce4f,426864,36,34891906,1,27.0,0.0,0.0,2023-04-27,206.0,1.0
130449,460221,522108,58b98253463b623e3928ac53f715f5d2,426913,26,34609722,1,2.95,0.0,0.0,2023-04-27,260.0,1.0
130453,460233,522120,fcc6b9d898e74567fff0eb960b87be1f,426915,18,36507765,1,24.95,0.0,0.0,2022-12-14,155.0,1.0
130461,460253,522140,57af188c255db31369cf0856ca770475,426927,40,35233744,1,4.99,0.0,0.0,2022-11-08,147.0,1.0
130469,460293,522180,49b246d2282dce78a85789b37d3b71cf,427002,28,33817091,1,1.0,0.0,0.0,2022-12-17,186.0,1.0
130471,460302,522189,e617ae626fded2279b57336551cbb879,427005,37,34266526,1,1.19,0.0,0.0,2023-01-03,176.0,1.0
130475,460323,522212,b271608c862d145fbf0b84f41ebaf228,427031,45,34843564,1,0.8,0.0,0.0,2023-03-31,229.0,1.0
130485,460384,522273,43f8e443a79212b32113e50407c76db1,427061,42,35315231,1,3.25,0.0,0.0,2022-12-17,176.0,1.0
130497,460434,522323,da2f2222bbe8958dee5a9ff632c416fb,427160,31,31182144,1,8.25,0.0,0.0,2022-12-16,160.0,1.0
130505,460460,522350,7aa3b1b63c80abe9fccbae81786a01e6,427218,10,36594684,1,14.99,0.0,0.0,2023-04-25,180.0,1.0
130508,460467,522357,55bd0e7d983d6e43e158022a1d029b0b,427222,8,34982353,1,4.9,0.0,0.0,2023-01-28,188.0,1.0
130519,460487,522377,2fa78c744c4a9fa77e97bb3c46a496e8,427231,12,33439861,1,4.2,0.0,0.0,2023-03-30,269.0,1.0
130521,460494,522384,7953cc03ef30fde206089b62c9bc5abc,427255,44,31257443,1,5.99,0.6,10.016694490818027,2023-01-19,176.0,1.0
130562,460654,522554,ac360afaf4c525ef27c9e47742ff6671,427310,40,36128141,1,3.9,0.0,0.0,2023-03-08,259.0,1.0
130565,460665,522565,874574ec5f2b9c6a70b0712f6576d8f4,427328,17,48011971,1,471.44,47.14,9.999151535720346,2022-11-08,147.0,1.0
130568,460679,522585,2b757bbe34fb8800f30f751a80672a5b,427337,2,31482164,1,5.25,0.0,0.0,2023-04-25,135.0,1.0
130571,460688,522594,db4641d42d9c8a207079e2d360986422,427349,4,33700716,1,0.2,0.0,0.0,2022-11-20,107.0,1.0
130581,460735,522641,c5cbb0384a91a99c780370929d3ce5c2,427412,27,31002643,1,4.95,0.0,0.0,2023-01-13,186.0,1.0
130606,460796,522702,0e23c208ad8dc2df66db20f2cbb29b62,427453,32,35275114,1,7.98,0.02,0.2506265664160401,2023-04-29,200.0,1.0
130616,460823,522729,687ad392ab80b0bd4bad52906b374e2b,427461,3,35281421,1,22.49,0.0,0.0,2023-01-13,129.0,1.0
130624,460873,522782,5ae2599cfa06879fdcdc7af44c5fae3a,427482,7,33700716,1,0.2,0.0,0.0,2022-10-26,130.0,1.0
130625,460876,522785,b6b9ae4b5e55ac52286e5459ea3dd93e,427482,6,33817091,1,0.5,0.0,0.0,2023-02-23,120.0,1.0
130647,460986,522897,d4d134d0adbeca253e7d828984c2299e,427574,23,36298353,1,19.91,0.01,0.0502260170768458,2023-02-09,117.0,1.0
130661,461015,522926,c1c7d826e7618f7b5809c1e4529be20b,427610,38,32842663,1,6.9,0.0,0.0,2022-11-09,126.0,1.0
130671,461038,522949,30cd160a62510684bef13d335c53fb07,427662,22,35582911,1,8.9,0.0,0.0,2023-01-20,155.0,1.0
130688,461083,522994,4fe8defe0ee04f7248ce0e505cb29b83,427688,43,35333116,1,1.99,0.0,0.0,2022-12-08,160.0,1.0
130693,461107,523018,42edc16528228a76622f5b40f0d2adee,427697,42,33700716,1,0.2,0.0,0.0,2023-03-25,218.0,1.0
130700,461139,523050,0a952af0d322e5e57f46f845fae67223,427750,32,33700716,1,0.2,0.0,0.0,2022-11-25,164.0,1.0
130706,461163,523074,52ac50b6217c9adcb98e769ba89e4abb,427794,38,35467376,1,7.5,0.0,0.0,2023-03-31,134.0,1.0
130707,461167,523078,5b3b718c6fdd6a73346452feccd558b1,427808,31,32450915,1,9.9,0.0,0.0,2022-12-28,158.0,1.0
130739,461276,523191,52ba318272c7a1d011d0c1e4acf73976,427845,10,36501640,1,0.9,0.0,0.0,2023-03-02,120.0,1.0
130775,461496,523422,36ea7c7efacbc00f8ef30d54d98cfe37,427903,26,35863723,1,4.99,0.09,1.8036072144288573,2022-12-07,176.0,1.0
130795,461575,523504,9337078f26ca69f197e3d06b8b236aee,427926,48,35548044,1,3.99,0.0,0.0,2022-11-01,131.0,1.0
130807,461628,523557,b3c357d3bab670914b84bc842165451f,427995,22,35765352,1,12.9,0.0,0.0,2022-10-14,119.0,1.0
130822,461669,523598,f5ca7f1c348c08d0e5b5b66f2c8c3946,428008,21,35879032,1,10.9,1.1,10.091743119266056,2022-12-29,132.0,1.0
130824,461675,523604,57c550e19194f99ef8b81502b2dc3d01,428019,44,30410765,1,12.2,0.0,0.0,2022-10-03,111.0,1.0
130831,461700,523633,c91db94c41cf4349a04d1046a57bf2e9,428049,7,35615244,1,1.99,0.0,0.0,2022-12-16,185.0,1.0
130836,461721,523655,a6cce83ca01926e8aa94862e6957b2ad,428080,36,33799353,1,7.98,0.0,0.0,2023-01-16,172.0,1.0
130838,461731,523665,3ebd187597f15d4f211f9190581dbe90,428082,36,36547504,1,35.7,0.0,0.0,2023-01-04,145.0,1.0
130858,461827,523761,81438583189dfb770a9073629f95ebf1,428148,17,35782894,1,56.52,0.0,0.0,2022-10-14,122.0,1.0
130859,461829,523763,9ccadcd8b8dd458d01cf6b55fff86049,428148,32,36547966,1,3.99,0.0,0.0,2023-02-16,125.0,1.0
130877,461892,523837,94f83d49f466739fb6f32f6e3a1fe52b,428167,18,35653226,1,6.99,0.0,0.0,2022-12-02,122.0,1.0
130880,461896,523841,cea307bfdf8b52b0594f9023c6106b7c,428186,44,35606473,1,3.95,0.0,0.0,2023-04-25,109.0,1.0
130883,461907,523852,7b8ffcfc42aa9980b4424d1649ad9409,428194,46,36264795,1,149.95,0.0,0.0,2023-02-15,241.0,1.0
130886,461915,523860,54bb368e55e125634ecb98704c098409,428197,39,36245713,1,19.98,0.0,0.0,2022-11-07,144.0,1.0
130894,461932,523877,20157266bba82cb1e407dc8ca52d0aa2,428200,9,35984774,1,11.2,0.0,0.0,2023-02-23,188.0,1.0
130899,461948,523896,d61b805364f47a8ee3db6144d76c6aad,428206,35,35761670,1,9.9,0.0,0.0,2023-03-25,140.0,1.0
130917,461987,523935,ef7002c79137c6bb47412cd24be18076,428249,40,34605711,1,7.95,1.05,13.20754716981132,2023-01-20,148.0,1.0
130941,462081,524039,ac3c1050fb535f0535aba5011fda7940,428284,49,31733681,1,3.99,0.0,0.0,2023-02-02,195.0,1.0
130969,462162,524122,7945af033f22510359bc09bd7b16d205,428334,11,36046402,1,0.49,0.0,0.0,2023-03-17,127.0,1.0
130987,462223,524205,b2713e7f6d56721bf6cd80b264ed412c,428357,27,35221403,1,6.38,1.48,23.197492163009404,2023-02-12,222.0,1.0
130995,462247,524229,e5ca158aa0da68cd9e817a1b18486f02,428372,33,36329006,1,29.97,0.0,0.0,2023-04-06,130.0,1.0
131001,462258,524240,51c2004d0ee11c291db9a2c75819c13f,428378,25,33700716,1,0.2,0.0,0.0,2022-12-02,150.0,1.0
131016,462333,524323,70cee2d6da6b606845d947adac1bf334,428394,46,35865410,1,81.6,0.0,0.0,2023-04-20,210.0,1.0
131034,462406,524403,bc1d5228adbfb02d33c7ebac42f2239a,428566,45,34581001,1,4.9,0.0,0.0,2022-11-23,150.0,1.0
131035,462415,524412,7c36eab1f1f48ce45ebca02d55f62f19,428576,31,36120784,1,3.98,0.0,0.0,2022-10-18,118.0,1.0
131073,462559,524567,e87f82cd2c094c4641a08b6c200ae06f,428656,47,33995773,1,4.99,0.0,0.0,2023-01-12,180.0,1.0
131077,462579,524587,4f60967e69b8377fbe3049a7e9f8b3d1,428672,42,33700716,1,0.2,0.0,0.0,2022-11-27,146.0,1.0
131079,462586,524594,1e4c584b2a632376f979a92407cf1d47,428681,41,35002282,1,1.6,0.0,0.0,2022-12-03,171.0,1.0
131086,462608,524617,34742f8a0463917cb51f647f059b4358,428708,46,33439763,1,4.7,0.0,0.0,2023-04-24,308.0,1.0
131097,462649,524658,36675f0a7736bfc2383e37135ca94dbd,428796,38,32882024,1,1.0,0.1,10.0,2023-03-07,161.0,1.0
131115,462718,524729,6a4f2c2a4feca3ba07511300a3319f5d,428913,28,33000436,1,6.5,0.0,0.0,2023-04-30,256.0,1.0
131118,462725,524736,1a5c8eeb61c720b4be01892205a875f7,428924,41,33120913,1,5.6,0.0,0.0,2023-03-13,160.0,1.0
131138,462789,524808,6428c3b3e6bca308e93bd327c3b305c6,428987,9,35619724,1,72.0,7.2,10.0,2022-12-10,164.0,1.0
131144,462806,524826,ea953d27c0bd1f40da115d6dbf212674,428994,3,31618300,1,7.9,0.0,0.0,2023-01-03,199.0,1.0
131146,462814,524834,db33c348d5c969b018b63727fd196309,429002,24,35417704,1,1.95,0.0,0.0,2022-12-09,125.0,1.0
131147,462816,524836,9e6d4320ea1e20a02999f82b67e9a22b,429003,18,36250151,1,12.9,0.0,0.0,2022-10-04,111.0,1.0
131154,462847,524868,3f47285b3d947484dfeca80c808e7f9c,429014,14,33700716,1,0.2,0.0,0.0,2022-11-19,133.0,1.0
131186,462984,525018,8aeeda35789bb6d8ca016586f50b9788,429122,15,32381881,1,1.5,0.55,36.66666666666667,2023-02-03,230.0,1.0
131197,462998,525034,51057c699fbd61b8e26a98baad8b9d0f,429138,16,36158185,1,29.99,0.0,0.0,2023-03-01,254.0,1.0
131198,463001,525037,587bfe2a35135b21c1796b0f1ffd5bc6,429149,39,36101590,1,1.8,0.0,0.0,2023-04-12,250.0,1.0
131200,463014,525053,6519f5f8f8b811bba302945c823b88ad,429172,29,36216432,1,5.9,0.0,0.0,2022-11-30,130.0,1.0
131211,463045,525084,872e91a8ae75885ce3f5cb5ae0b99eaf,429174,8,32831085,1,3.3,0.0,0.0,2023-03-22,193.0,1.0
131219,463085,525124,2ad75510aff312b39d186ee80a484a1d,429178,15,34320314,1,6.99,0.7,10.014306151645206,2023-03-10,128.0,1.0
131237,463163,525203,f82ea524b9af2a9e55a2f834adc7a1e0,429252,47,33817091,1,0.5,0.0,0.0,2023-01-31,203.0,1.0
131243,463197,525238,35096032990d6afa89cef802004e26ca,429301,5,35929054,1,1.94,0.0,0.0,2023-03-10,268.0,1.0
131245,463202,525243,da0c090fde154a6ed7b0e841fd1d4266,429302,36,33700716,1,0.2,0.0,0.0,2022-11-23,152.0,1.0
131252,463225,525267,16e8162c83b93848031324c52528f67d,429316,40,36317694,1,9.4,0.0,0.0,2023-01-25,142.0,1.0
131272,463289,525331,1d8794ddf8d4cb05ed1b73ab435cbe6d,429384,29,35936313,1,2.98,0.0,0.0,2022-11-19,129.0,1.0
131276,463308,525356,997e8dea1c712afb45ded7bb6a134891,429391,28,35855883,1,139.8,60.0,42.91845493562232,2022-11-12,150.0,1.0
131280,463317,525365,5d4390fa28184e41cf411e1b8f2a70ce,429397,33,33700716,1,0.2,0.0,0.0,2023-04-29,148.0,1.0
131284,463326,525374,a552a53c897b23e6233cf14d010ccf73,429410,37,34060782,1,5.35,0.0,0.0,2023-02-26,204.0,1.0
131295,463364,525412,160bc99c4d2c92bf667bef3d5162a483,429435,24,35884996,1,14.95,0.0,0.0,2023-03-13,265.0,1.0
131300,463381,525429,0cae0e20c6d362e0ea2013935ce48958,429437,38,34905192,1,28.99,0.0,0.0,2022-10-27,115.0,1.0
131301,463382,525430,f2d7796489176be33cc709ca4ed044fc,429437,38,33700716,1,0.2,0.0,0.0,2023-04-01,156.0,1.0
131312,463466,525514,989d96b9967093eee70ab7ecfba06c45,429554,37,33700716,1,0.2,0.0,0.0,2022-11-17,154.0,1.0
131319,463497,525545,4e0409fbaa47e0fa8b150f51729b49fb,429596,41,33700716,1,0.2,0.0,0.0,2022-10-22,123.0,1.0
131327,463548,525600,878c85adacaec582feecbe52e53e2202,429669,27,34266526,1,3.6,0.0,0.0,2023-02-19,249.0,1.0
131340,463601,525654,f7778fc6cd18bb8c8f3ea737de383f32,429698,49,34947934,1,1.95,0.0,0.0,2022-12-01,169.0,1.0
131357,463652,525705,5fd72efeba66cc610cc74fd1d176e06b,429728,33,36634374,1,1.9,0.0,0.0,2023-01-20,126.0,1.0
131361,463663,525717,f47ef6aeb47d13627afab223dcfdafbe,429741,3,30935464,1,6.95,0.0,0.0,2023-03-12,249.0,1.0
131370,463705,525759,1bb995e4cb7cef14646eae2607595a2a,429749,26,36166970,1,1.9,0.0,0.0,2022-10-25,132.0,1.0
131372,463715,525769,3c7ad99d04ace51e2d2c1a5449dd7c82,429769,30,33700716,1,0.2,0.0,0.0,2023-01-18,190.0,1.0
131401,463806,525860,e16b6b82df08bf0e8c1bc918ecaed119,429815,47,34670020,1,4.95,0.0,0.0,2023-02-13,239.0,1.0
131403,463826,525880,fdb41f1c29233097235c6a92caa3ee69,429817,27,35661724,1,79.4,0.0,0.0,2023-03-27,242.0,1.0
131404,463832,525891,38b3467d2c5b6856d513f6e2aa13ddfe,429818,30,33348742,1,5.99,0.0,0.0,2023-04-25,277.0,1.0
131412,463849,525908,f3456ba287972057b38e19b14c0e3702,429824,46,32550616,1,29.95,0.0,0.0,2023-01-14,149.0,1.0
131417,463856,525915,b4aa7e7bdb7cd1f1661ac3646dfd6120,429826,46,81273176,1,5.98,0.0,0.0,2023-02-09,125.0,1.0
131422,463879,525938,f23786e6e060900e038cfd99bc316400,429832,19,33700716,1,0.2,0.0,0.0,2023-04-30,110.0,1.0
131425,463886,525945,2cb2db375772061df30734bee349448e,429833,43,36301545,1,9.95,0.0,0.0,2023-02-02,223.0,1.0
131449,463938,525997,fbb22a36c2e22a24997e849dc3cf91a3,429840,27,31612210,1,4.6,0.0,0.0,2022-12-30,158.0,1.0
131452,463946,526005,329cdd2bdad65745db87402b108a2afe,429871,43,31128321,1,8.99,0.0,0.0,2023-01-14,120.0,1.0
131458,463974,526033,b23b584c6bf328f566ae65bf316c7eb3,429899,10,33700716,1,0.2,0.0,0.0,2023-04-07,295.0,1.0
131467,464001,526061,8c282516497e5302cc9a0a5052df9248,429922,41,35812581,1,7.9,0.0,0.0,2023-03-10,268.0,1.0
131482,464059,526120,3e5186da92b929b0c68c9da24afa8f25,429986,13,35609245,1,0.65,0.0,0.0,2023-01-16,158.0,1.0
131485,464072,526133,d2a810253950b9692e633bde8f5af1aa,429997,9,35736533,1,1.5,0.0,0.0,2022-10-22,108.0,1.0
131486,464073,526134,2503b06d2ceb91b859fa9cc53bc895ae,429997,9,33890080,1,1.99,0.0,0.0,2023-03-21,150.0,1.0
131487,464075,526136,1641a40cc3cf7f2b48a8cea3452af95c,430018,28,31908191,1,19.9,0.0,0.0,2022-10-27,117.0,1.0
